Key,Value1,Value2,Value3
1,0.8751937984496124,0.9166666666666666,0.77
2,0.837984496124031,0.8583333333333333,0.835
3,0.8390180878552972,0.85,0.8866666666666667
4,0.8312015503875969,0.8041666666666667,0.81
5,0.8432558139534884,0.7966666666666666,0.824
6,0.846640826873385,0.8,0.8483333333333334
7,0.85437430786268,0.819047619047619,0.8014285714285714
8,0.853875968992248,0.8416666666666667,0.81125
9,0.8455641688199828,0.8555555555555555,0.8266666666666667
10,0.8411627906976744,0.87,0.836
11,0.8368569415081043,0.8787878787878788,0.8245454545454546
12,0.8348191214470284,0.8777777777777778,0.825
13,0.84144305307096,0.8794871794871795,0.83
14,0.8433001107419712,0.8785714285714286,0.84
15,0.8426356589147287,0.87,0.848
16,0.8410852713178295,0.8666666666666667,0.8575
17,0.8403556771545828,0.8725490196078431,0.8623529411764705
18,0.8394056847545219,0.8657407407407407,0.86
19,0.8410444716442268,0.8728070175438597,0.8668421052631579
20,0.8420930232558139,0.8741666666666666,0.8715
21,0.841454411221853,0.8714285714285714,0.8723809523809524
22,0.8402748414376321,0.8598484848484849,0.8663636363636363
23,0.8403100775193798,0.8659420289855072,0.8626086956521739
24,0.8401485788113695,0.8694444444444445,0.8629166666666667
25,0.8416744186046512,0.8726666666666667,0.856
26,0.8415324985092427,0.8775641025641026,0.8565384615384616
27,0.8407407407407408,0.8808641975308642,0.8618518518518519
28,0.8400885935769656,0.8851190476190476,0.8610714285714286
29,0.8375568029938519,0.889080459770115,0.8496551724137931
30,0.8381912144702842,0.8838888888888888,0.847
31,0.8395098774693673,0.882258064516129,0.8483870967741935
32,0.8396317829457365,0.8859375,0.853125
33,0.8419309372797745,0.8883838383838384,0.8551515151515151
34,0.8405608755129959,0.8872549019607843,0.8576470588235294
35,0.8402879291251384,0.8828571428571429,0.8597142857142858
36,0.8406330749354005,0.8842592592592593,0.8519444444444444
37,0.83886444584119,0.886936936936937,0.847027027027027
38,0.8381272949816402,0.8881578947368421,0.8439473684210527
39,0.8380242496521566,0.8910256410256411,0.8420512820512821
40,0.8386434108527132,0.88625,0.84375
41,0.8380412176214785,0.8841463414634146,0.8412195121951219
42,0.8376522702104098,0.8869047619047619,0.8426190476190476
43,0.8372633856138453,0.8895348837209303,0.8448837209302326
44,0.837861169837914,0.8920454545454546,0.8447727272727272
45,0.8389491817398794,0.8933333333333333,0.8473333333333334
46,0.8391472868217055,0.8927536231884058,0.8491304347826087
47,0.8399637143328386,0.8950354609929078,0.8523404255319149
48,0.8395671834625323,0.89375,0.8472916666666667
49,0.8386964087960765,0.8860544217687075,0.8504081632653061
50,0.8383410852713178,0.8873333333333333,0.8504
51,0.8388812889496884,0.8895424836601307,0.8472549019607843
52,0.8390578413834228,0.889102564102564,0.8463461538461539
53,0.8391107210764955,0.8871069182389937,0.8481132075471698
54,0.8383003158196957,0.8833333333333333,0.8474074074074074
55,0.8384496124031008,0.8854545454545455,0.8441818181818181
56,0.8387596899224806,0.8875,0.8423214285714286
57,0.8375084999320005,0.8871345029239766,0.8391228070175438
58,0.837837476610532,0.8882183908045977,0.8382758620689655
59,0.8377217185652345,0.8861581920903955,0.8379661016949153
60,0.8390180878552972,0.8880555555555556,0.8391666666666666
61,0.8387342737323675,0.8885245901639345,0.8355737704918033
62,0.8394348587146787,0.8903225806451613,0.835
63,0.8390550018456995,0.8915343915343915,0.8325396825396826
64,0.8388808139534883,0.8908854166666667,0.83171875
65,0.8396899224806201,0.8905128205128205,0.8323076923076923
66,0.8400634249471459,0.8921717171717172,0.8319696969696969
67,0.840402637972926,0.8937810945273632,0.8344776119402985
68,0.8402074783401733,0.895343137254902,0.8314705882352941
69,0.8404336591394226,0.8968599033816426,0.831304347826087
70,0.841937984496124,0.8983333333333333,0.8337142857142857
71,0.8422862757943007,0.897887323943662,0.836056338028169
72,0.8415697674418605,0.8983796296296296,0.8311111111111111
73,0.8415418923223956,0.8968036529680365,0.8323287671232876
74,0.8414623926251833,0.8981981981981982,0.832972972972973
75,0.8416640826873385,0.8991111111111111,0.8304
76,0.8417890656874745,0.8991228070175439,0.8277631578947369
77,0.8423135004530353,0.8948051948051948,0.8267532467532468
78,0.8424070761280064,0.895940170940171,0.828974358974359
79,0.8425669708566382,0.8972573839662448,0.8251898734177215
80,0.8423158914728682,0.8985416666666667,0.825375
81,0.8428653459661212,0.8997942386831276,0.8223456790123457
82,0.8436093779542446,0.9010162601626016,0.8235365853658536
83,0.8438871766134305,0.9022088353413654,0.8228915662650602
84,0.8436969361387966,0.9017857142857143,0.8239285714285715
85,0.8435202918376653,0.8994117647058824,0.8242352941176471
86,0.8437263385613846,0.8992248062015504,0.823953488372093
87,0.8435266862692685,0.9003831417624522,0.8236781609195403
88,0.8431025369978858,0.8981060606060606,0.8226136363636364
89,0.8435850535667625,0.899250936329588,0.8235955056179776
90,0.8422997416020672,0.8938888888888888,0.825
91,0.8425930658488798,0.8946886446886447,0.824945054945055
92,0.843335018537243,0.8942028985507247,0.8238043478260869
