AOI,Count
0,185974580
100,4925400
200,2118331
300,1789372
400,1499895
500,1149010
600,842640
700,598638
800,413057
900,275093
1000,175312
1100,105305
1200,59536
1300,31277
1400,15424
1500,7399
1600,5254
1700,3984
1800,3102
1900,2186
2000,1584
2100,1155
2200,760
2300,532
2400,357
2500,255
2600,144
2700,108
2800,90
2900,53
3000,34
3100,27
3200,22
3300,19
3400,16
3500,16
3600,16
3700,12
3800,5
